learner_skill_id,learner_id,skill_id,skill_name,mastery_score,mastery_band,confidence_score,evidence_strength,source
LSK01355,LRN0151,SK011,Descriptive Statistics,0.865,advanced,0.916,0.55,diagnostic_and_practice
LSK01356,LRN0151,SK018,Exploratory Data Analysis,0.068,novice,0.184,0.52,diagnostic_and_practice
LSK01357,LRN0151,SK001,Python Basics,0.365,developing,0.461,0.54,diagnostic_and_practice
LSK01358,LRN0151,SK002,Git & Version Control,0.621,competent,0.737,0.77,diagnostic_and_practice
LSK01359,LRN0151,SK008,Problem Solving (DSA Practice),0.793,proficient,0.774,0.68,diagnostic_and_practice
LSK01360,LRN0152,SK003,Python Data Structures,0.335,developing,0.37,0.42,diagnostic_and_practice
LSK01361,LRN0152,SK017,Inferential Statistics,0.631,competent,0.577,0.83,diagnostic_and_practice
LSK01362,LRN0152,SK021,ML Foundations,0.772,proficient,0.67,0.41,diagnostic_and_practice
LSK01363,LRN0152,SK022,Regression Techniques,0.881,advanced,0.823,0.5,diagnostic_and_practice
LSK01364,LRN0152,SK023,Classification Techniques,0.203,novice,0.103,0.51,diagnostic_and_practice
LSK01365,LRN0152,SK024,Model Evaluation,0.318,developing,0.343,0.9,diagnostic_and_practice
LSK01366,LRN0152,SK001,Python Basics,0.626,competent,0.545,0.85,diagnostic_and_practice
LSK01367,LRN0152,SK002,Git & Version Control,0.728,proficient,0.811,0.56,diagnostic_and_practice
LSK01368,LRN0152,SK008,Problem Solving (DSA Practice),0.929,advanced,0.98,0.78,diagnostic_and_practice
LSK01369,LRN0153,SK021,ML Foundations,0.525,competent,0.606,0.65,diagnostic_and_practice
LSK01370,LRN0153,SK025,Feature Engineering,0.653,proficient,0.771,0.67,diagnostic_and_practice
LSK01371,LRN0153,SK027,Neural Networks,0.907,advanced,0.837,0.51,diagnostic_and_practice
LSK01372,LRN0153,SK028,Deep Learning,0.227,novice,0.172,0.72,diagnostic_and_practice
LSK01373,LRN0153,SK050,Model Deployment,0.41,developing,0.309,0.42,diagnostic_and_practice
LSK01374,LRN0153,SK024,Model Evaluation,0.45,competent,0.336,0.52,diagnostic_and_practice
LSK01375,LRN0153,SK001,Python Basics,0.773,proficient,0.755,0.42,diagnostic_and_practice
LSK01376,LRN0153,SK002,Git & Version Control,0.888,advanced,0.802,0.32,diagnostic_and_practice
LSK01377,LRN0153,SK008,Problem Solving (DSA Practice),0.159,novice,0.094,0.37,diagnostic_and_practice
LSK01378,LRN0154,SK031,HTML & CSS,0.72,proficient,0.667,0.69,diagnostic_and_practice
LSK01379,LRN0154,SK032,JavaScript Basics,0.934,advanced,0.98,0.44,diagnostic_and_practice
LSK01380,LRN0154,SK035,React Fundamentals,0.185,novice,0.128,0.32,diagnostic_and_practice
LSK01381,LRN0154,SK036,Node.js Basics,0.296,developing,0.374,0.81,diagnostic_and_practice
LSK01382,LRN0154,SK037,REST API Design,0.638,competent,0.731,0.46,diagnostic_and_practice
LSK01383,LRN0154,SK034,Database Design (RDBMS),0.819,proficient,0.766,0.62,diagnostic_and_practice
LSK01384,LRN0154,SK001,Python Basics,0.869,advanced,0.785,0.85,diagnostic_and_practice
LSK01385,LRN0154,SK002,Git & Version Control,0.122,novice,0.069,0.83,diagnostic_and_practice
LSK01386,LRN0154,SK008,Problem Solving (DSA Practice),0.396,developing,0.363,0.65,diagnostic_and_practice
LSK01387,LRN0155,SK019,Advanced SQL,0.854,advanced,0.849,0.32,diagnostic_and_practice
LSK01388,LRN0155,SK051,Data Modeling,0.087,novice,0.115,0.62,diagnostic_and_practice
LSK01389,LRN0155,SK053,ETL Fundamentals,0.303,developing,0.377,0.43,diagnostic_and_practice
LSK01390,LRN0155,SK057,Apache Spark Basics,0.492,competent,0.572,0.38,diagnostic_and_practice
LSK01391,LRN0155,SK054,Data Warehousing,0.833,proficient,0.843,0.66,diagnostic_and_practice
LSK01392,LRN0155,SK060,Data Pipeline Design,0.89,advanced,0.895,0.34,diagnostic_and_practice
LSK01393,LRN0155,SK001,Python Basics,0.186,novice,0.301,0.43,diagnostic_and_practice
LSK01394,LRN0155,SK002,Git & Version Control,0.345,developing,0.307,0.4,diagnostic_and_practice
LSK01395,LRN0155,SK008,Problem Solving (DSA Practice),0.559,competent,0.547,0.71,diagnostic_and_practice
LSK01396,LRN0156,SK041,Linux Fundamentals,0.181,novice,0.267,0.84,diagnostic_and_practice
LSK01397,LRN0156,SK042,Cloud Computing Basics,0.332,developing,0.237,0.32,diagnostic_and_practice
LSK01398,LRN0156,SK044,AWS Core Services,0.592,competent,0.62,0.71,diagnostic_and_practice
LSK01399,LRN0156,SK045,Docker Fundamentals,0.759,proficient,0.682,0.65,diagnostic_and_practice
LSK01400,LRN0156,SK047,Kubernetes Basics,0.865,advanced,0.841,0.81,diagnostic_and_practice
LSK01401,LRN0156,SK048,CI/CD Pipelines,0.148,novice,0.172,0.42,diagnostic_and_practice
LSK01402,LRN0156,SK001,Python Basics,0.286,developing,0.249,0.71,diagnostic_and_practice
LSK01403,LRN0156,SK002,Git & Version Control,0.522,competent,0.495,0.44,diagnostic_and_practice
LSK01404,LRN0156,SK008,Problem Solving (DSA Practice),0.763,proficient,0.734,0.47,diagnostic_and_practice
LSK01405,LRN0157,SK012,SQL Basics,0.316,developing,0.312,0.51,diagnostic_and_practice
LSK01406,LRN0157,SK019,Advanced SQL,0.535,competent,0.44,0.84,diagnostic_and_practice
LSK01407,LRN0157,SK013,Excel for Data Analysis,0.696,proficient,0.743,0.38,diagnostic_and_practice
LSK01408,LRN0157,SK016,Data Visualization,0.894,advanced,0.94,0.31,diagnostic_and_practice
LSK01409,LRN0157,SK011,Descriptive Statistics,0.102,novice,0.05,0.53,diagnostic_and_practice
LSK01410,LRN0157,SK018,Exploratory Data Analysis,0.446,developing,0.47,0.81,diagnostic_and_practice
LSK01411,LRN0157,SK001,Python Basics,0.625,competent,0.743,0.67,diagnostic_and_practice
LSK01412,LRN0157,SK002,Git & Version Control,0.745,proficient,0.717,0.55,diagnostic_and_practice
LSK01413,LRN0157,SK008,Problem Solving (DSA Practice),0.937,advanced,0.916,0.79,diagnostic_and_practice
LSK01414,LRN0158,SK003,Python Data Structures,0.484,competent,0.559,0.31,diagnostic_and_practice
LSK01415,LRN0158,SK017,Inferential Statistics,0.803,proficient,0.848,0.76,diagnostic_and_practice
LSK01416,LRN0158,SK021,ML Foundations,0.946,advanced,0.98,0.55,diagnostic_and_practice
LSK01417,LRN0158,SK022,Regression Techniques,0.105,novice,0.117,0.55,diagnostic_and_practice
LSK01418,LRN0158,SK023,Classification Techniques,0.317,developing,0.432,0.35,diagnostic_and_practice
LSK01419,LRN0158,SK024,Model Evaluation,0.557,competent,0.646,0.34,diagnostic_and_practice
LSK01420,LRN0158,SK001,Python Basics,0.815,proficient,0.759,0.68,diagnostic_and_practice
LSK01421,LRN0158,SK002,Git & Version Control,0.918,advanced,0.98,0.48,diagnostic_and_practice
LSK01422,LRN0158,SK008,Problem Solving (DSA Practice),0.123,novice,0.076,0.81,diagnostic_and_practice
LSK01423,LRN0159,SK021,ML Foundations,0.833,proficient,0.75,0.62,diagnostic_and_practice
LSK01424,LRN0159,SK025,Feature Engineering,0.95,advanced,0.91,0.36,diagnostic_and_practice
LSK01425,LRN0159,SK027,Neural Networks,0.051,novice,0.166,0.79,diagnostic_and_practice
LSK01426,LRN0159,SK028,Deep Learning,0.272,developing,0.269,0.62,diagnostic_and_practice
LSK01427,LRN0159,SK050,Model Deployment,0.599,competent,0.493,0.77,diagnostic_and_practice
LSK01428,LRN0159,SK024,Model Evaluation,0.717,proficient,0.79,0.49,diagnostic_and_practice
LSK01429,LRN0159,SK001,Python Basics,0.89,advanced,0.899,0.47,diagnostic_and_practice
LSK01430,LRN0159,SK002,Git & Version Control,0.158,novice,0.213,0.8,diagnostic_and_practice
LSK01431,LRN0159,SK008,Problem Solving (DSA Practice),0.426,developing,0.409,0.44,diagnostic_and_practice
LSK01432,LRN0160,SK031,HTML & CSS,0.851,advanced,0.93,0.74,diagnostic_and_practice
LSK01433,LRN0160,SK032,JavaScript Basics,0.207,novice,0.252,0.33,diagnostic_and_practice
LSK01434,LRN0160,SK035,React Fundamentals,0.369,developing,0.302,0.57,diagnostic_and_practice
LSK01435,LRN0160,SK036,Node.js Basics,0.545,competent,0.631,0.88,diagnostic_and_practice
LSK01436,LRN0160,SK037,REST API Design,0.677,proficient,0.791,0.54,diagnostic_and_practice
LSK01437,LRN0160,SK034,Database Design (RDBMS),0.854,advanced,0.738,0.51,diagnostic_and_practice
LSK01438,LRN0160,SK001,Python Basics,0.175,novice,0.221,0.58,diagnostic_and_practice
LSK01439,LRN0160,SK002,Git & Version Control,0.351,developing,0.269,0.74,diagnostic_and_practice
LSK01440,LRN0160,SK008,Problem Solving (DSA Practice),0.536,competent,0.593,0.58,diagnostic_and_practice
LSK01441,LRN0161,SK019,Advanced SQL,0.172,novice,0.095,0.48,diagnostic_and_practice
LSK01442,LRN0161,SK051,Data Modeling,0.385,developing,0.352,0.64,diagnostic_and_practice
LSK01443,LRN0161,SK053,ETL Fundamentals,0.493,competent,0.393,0.86,diagnostic_and_practice
LSK01444,LRN0161,SK057,Apache Spark Basics,0.738,proficient,0.685,0.52,diagnostic_and_practice
LSK01445,LRN0161,SK054,Data Warehousing,0.908,advanced,0.903,0.47,diagnostic_and_practice
LSK01446,LRN0161,SK060,Data Pipeline Design,0.199,novice,0.215,0.48,diagnostic_and_practice
LSK01447,LRN0161,SK001,Python Basics,0.338,developing,0.453,0.74,diagnostic_and_practice
LSK01448,LRN0161,SK002,Git & Version Control,0.505,competent,0.601,0.86,diagnostic_and_practice
LSK01449,LRN0161,SK008,Problem Solving (DSA Practice),0.699,proficient,0.707,0.36,diagnostic_and_practice
LSK01450,LRN0162,SK041,Linux Fundamentals,0.257,developing,0.245,0.38,diagnostic_and_practice
LSK01451,LRN0162,SK042,Cloud Computing Basics,0.634,competent,0.683,0.48,diagnostic_and_practice
LSK01452,LRN0162,SK044,AWS Core Services,0.74,proficient,0.684,0.67,diagnostic_and_practice
LSK01453,LRN0162,SK045,Docker Fundamentals,0.964,advanced,0.95,0.8,diagnostic_and_practice
LSK01454,LRN0162,SK047,Kubernetes Basics,0.089,novice,0.05,0.45,diagnostic_and_practice
LSK01455,LRN0162,SK048,CI/CD Pipelines,0.362,developing,0.399,0.34,diagnostic_and_practice
LSK01456,LRN0162,SK001,Python Basics,0.562,competent,0.571,0.43,diagnostic_and_practice
LSK01457,LRN0162,SK002,Git & Version Control,0.675,proficient,0.629,0.37,diagnostic_and_practice
LSK01458,LRN0162,SK008,Problem Solving (DSA Practice),0.853,advanced,0.866,0.56,diagnostic_and_practice
LSK01459,LRN0163,SK012,SQL Basics,0.471,competent,0.439,0.53,diagnostic_and_practice
LSK01460,LRN0163,SK019,Advanced SQL,0.781,proficient,0.783,0.55,diagnostic_and_practice
LSK01461,LRN0163,SK013,Excel for Data Analysis,0.947,advanced,0.83,0.74,diagnostic_and_practice
LSK01462,LRN0163,SK016,Data Visualization,0.063,novice,0.094,0.6,diagnostic_and_practice
LSK01463,LRN0163,SK011,Descriptive Statistics,0.317,developing,0.293,0.61,diagnostic_and_practice
LSK01464,LRN0163,SK018,Exploratory Data Analysis,0.626,competent,0.738,0.33,diagnostic_and_practice
LSK01465,LRN0163,SK001,Python Basics,0.67,proficient,0.647,0.75,diagnostic_and_practice
LSK01466,LRN0163,SK002,Git & Version Control,0.9,advanced,0.98,0.88,diagnostic_and_practice
LSK01467,LRN0163,SK008,Problem Solving (DSA Practice),0.157,novice,0.063,0.43,diagnostic_and_practice
LSK01468,LRN0164,SK003,Python Data Structures,0.709,proficient,0.696,0.56,diagnostic_and_practice
LSK01469,LRN0164,SK017,Inferential Statistics,0.931,advanced,0.856,0.37,diagnostic_and_practice
LSK01470,LRN0164,SK021,ML Foundations,0.25,novice,0.283,0.89,diagnostic_and_practice
LSK01471,LRN0164,SK022,Regression Techniques,0.343,developing,0.434,0.46,diagnostic_and_practice
LSK01472,LRN0164,SK023,Classification Techniques,0.598,competent,0.607,0.43,diagnostic_and_practice
LSK01473,LRN0164,SK024,Model Evaluation,0.737,proficient,0.619,0.61,diagnostic_and_practice
LSK01474,LRN0164,SK001,Python Basics,0.921,advanced,0.892,0.62,diagnostic_and_practice
LSK01475,LRN0164,SK002,Git & Version Control,0.113,novice,0.174,0.57,diagnostic_and_practice
LSK01476,LRN0164,SK008,Problem Solving (DSA Practice),0.344,developing,0.353,0.34,diagnostic_and_practice
LSK01477,LRN0165,SK021,ML Foundations,0.883,advanced,0.943,0.38,diagnostic_and_practice
LSK01478,LRN0165,SK025,Feature Engineering,0.06,novice,0.14,0.57,diagnostic_and_practice
LSK01479,LRN0165,SK027,Neural Networks,0.429,developing,0.336,0.46,diagnostic_and_practice
LSK01480,LRN0165,SK028,Deep Learning,0.631,competent,0.547,0.32,diagnostic_and_practice
LSK01481,LRN0165,SK050,Model Deployment,0.691,proficient,0.746,0.89,diagnostic_and_practice
LSK01482,LRN0165,SK024,Model Evaluation,0.949,advanced,0.887,0.48,diagnostic_and_practice
LSK01483,LRN0165,SK001,Python Basics,0.105,novice,0.19,0.9,diagnostic_and_practice
LSK01484,LRN0165,SK002,Git & Version Control,0.344,developing,0.421,0.79,diagnostic_and_practice
LSK01485,LRN0165,SK008,Problem Solving (DSA Practice),0.602,competent,0.682,0.42,diagnostic_and_practice
LSK01486,LRN0166,SK031,HTML & CSS,0.153,novice,0.265,0.42,diagnostic_and_practice
LSK01487,LRN0166,SK032,JavaScript Basics,0.437,developing,0.465,0.89,diagnostic_and_practice
LSK01488,LRN0166,SK035,React Fundamentals,0.458,competent,0.352,0.88,diagnostic_and_practice
LSK01489,LRN0166,SK036,Node.js Basics,0.813,proficient,0.918,0.54,diagnostic_and_practice
LSK01490,LRN0166,SK037,REST API Design,0.913,advanced,0.85,0.48,diagnostic_and_practice
LSK01491,LRN0166,SK034,Database Design (RDBMS),0.127,novice,0.193,0.6,diagnostic_and_practice
LSK01492,LRN0166,SK001,Python Basics,0.396,developing,0.504,0.6,diagnostic_and_practice
LSK01493,LRN0166,SK002,Git & Version Control,0.63,competent,0.734,0.3,diagnostic_and_practice
LSK01494,LRN0166,SK008,Problem Solving (DSA Practice),0.763,proficient,0.711,0.68,diagnostic_and_practice
LSK01495,LRN0167,SK019,Advanced SQL,0.367,developing,0.262,0.3,diagnostic_and_practice
LSK01496,LRN0167,SK051,Data Modeling,0.611,competent,0.63,0.87,diagnostic_and_practice
LSK01497,LRN0167,SK053,ETL Fundamentals,0.777,proficient,0.835,0.74,diagnostic_and_practice
LSK01498,LRN0167,SK057,Apache Spark Basics,0.906,advanced,0.812,0.65,diagnostic_and_practice
LSK01499,LRN0167,SK054,Data Warehousing,0.173,novice,0.125,0.49,diagnostic_and_practice
LSK01500,LRN0167,SK060,Data Pipeline Design,0.4,developing,0.45,0.82,diagnostic_and_practice
LSK01501,LRN0167,SK001,Python Basics,0.481,competent,0.39,0.32,diagnostic_and_practice
LSK01502,LRN0167,SK002,Git & Version Control,0.723,proficient,0.722,0.82,diagnostic_and_practice
LSK01503,LRN0167,SK008,Problem Solving (DSA Practice),0.96,advanced,0.98,0.86,diagnostic_and_practice
LSK01504,LRN0168,SK041,Linux Fundamentals,0.601,competent,0.699,0.81,diagnostic_and_practice
LSK01505,LRN0168,SK042,Cloud Computing Basics,0.722,proficient,0.635,0.45,diagnostic_and_practice
LSK01506,LRN0168,SK044,AWS Core Services,0.881,advanced,0.817,0.76,diagnostic_and_practice
LSK01507,LRN0168,SK045,Docker Fundamentals,0.094,novice,0.05,0.86,diagnostic_and_practice
LSK01508,LRN0168,SK047,Kubernetes Basics,0.313,developing,0.372,0.75,diagnostic_and_practice
LSK01509,LRN0168,SK048,CI/CD Pipelines,0.507,competent,0.406,0.35,diagnostic_and_practice
LSK01510,LRN0168,SK001,Python Basics,0.736,proficient,0.845,0.62,diagnostic_and_practice
LSK01511,LRN0168,SK002,Git & Version Control,0.856,advanced,0.873,0.88,diagnostic_and_practice
LSK01512,LRN0168,SK008,Problem Solving (DSA Practice),0.07,novice,0.05,0.83,diagnostic_and_practice
LSK01513,LRN0169,SK012,SQL Basics,0.668,proficient,0.597,0.72,diagnostic_and_practice
LSK01514,LRN0169,SK019,Advanced SQL,0.888,advanced,0.975,0.84,diagnostic_and_practice
LSK01515,LRN0169,SK013,Excel for Data Analysis,0.114,novice,0.05,0.41,diagnostic_and_practice
LSK01516,LRN0169,SK016,Data Visualization,0.284,developing,0.314,0.74,diagnostic_and_practice
LSK01517,LRN0169,SK011,Descriptive Statistics,0.523,competent,0.486,0.44,diagnostic_and_practice
LSK01518,LRN0169,SK018,Exploratory Data Analysis,0.654,proficient,0.739,0.51,diagnostic_and_practice
LSK01519,LRN0169,SK001,Python Basics,0.945,advanced,0.907,0.77,diagnostic_and_practice
LSK01520,LRN0169,SK002,Git & Version Control,0.175,novice,0.135,0.39,diagnostic_and_practice
LSK01521,LRN0169,SK008,Problem Solving (DSA Practice),0.252,developing,0.237,0.61,diagnostic_and_practice
LSK01522,LRN0170,SK003,Python Data Structures,0.908,advanced,0.813,0.4,diagnostic_and_practice
LSK01523,LRN0170,SK017,Inferential Statistics,0.229,novice,0.201,0.44,diagnostic_and_practice
LSK01524,LRN0170,SK021,ML Foundations,0.446,developing,0.479,0.63,diagnostic_and_practice
LSK01525,LRN0170,SK022,Regression Techniques,0.515,competent,0.458,0.53,diagnostic_and_practice
LSK01526,LRN0170,SK023,Classification Techniques,0.685,proficient,0.665,0.74,diagnostic_and_practice
LSK01527,LRN0170,SK024,Model Evaluation,0.865,advanced,0.789,0.33,diagnostic_and_practice
LSK01528,LRN0170,SK001,Python Basics,0.222,novice,0.102,0.89,diagnostic_and_practice
LSK01529,LRN0170,SK002,Git & Version Control,0.365,developing,0.25,0.85,diagnostic_and_practice
LSK01530,LRN0170,SK008,Problem Solving (DSA Practice),0.533,competent,0.586,0.4,diagnostic_and_practice
LSK01531,LRN0171,SK021,ML Foundations,0.1,novice,0.173,0.71,diagnostic_and_practice
LSK01532,LRN0171,SK025,Feature Engineering,0.354,developing,0.277,0.38,diagnostic_and_practice
LSK01533,LRN0171,SK027,Neural Networks,0.553,competent,0.528,0.83,diagnostic_and_practice
LSK01534,LRN0171,SK028,Deep Learning,0.751,proficient,0.818,0.84,diagnostic_and_practice
LSK01535,LRN0171,SK050,Model Deployment,0.939,advanced,0.858,0.6,diagnostic_and_practice
LSK01536,LRN0171,SK024,Model Evaluation,0.176,novice,0.116,0.45,diagnostic_and_practice
LSK01537,LRN0171,SK001,Python Basics,0.305,developing,0.254,0.66,diagnostic_and_practice
LSK01538,LRN0171,SK002,Git & Version Control,0.637,competent,0.633,0.85,diagnostic_and_practice
LSK01539,LRN0171,SK008,Problem Solving (DSA Practice),0.781,proficient,0.894,0.86,diagnostic_and_practice
LSK01540,LRN0172,SK031,HTML & CSS,0.284,developing,0.378,0.78,diagnostic_and_practice
LSK01541,LRN0172,SK032,JavaScript Basics,0.484,competent,0.376,0.78,diagnostic_and_practice
LSK01542,LRN0172,SK035,React Fundamentals,0.702,proficient,0.695,0.64,diagnostic_and_practice
LSK01543,LRN0172,SK036,Node.js Basics,0.949,advanced,0.98,0.88,diagnostic_and_practice
LSK01544,LRN0172,SK037,REST API Design,0.203,novice,0.144,0.36,diagnostic_and_practice
LSK01545,LRN0172,SK034,Database Design (RDBMS),0.426,developing,0.452,0.63,diagnostic_and_practice
LSK01546,LRN0172,SK001,Python Basics,0.468,competent,0.354,0.57,diagnostic_and_practice
LSK01547,LRN0172,SK002,Git & Version Control,0.787,proficient,0.824,0.48,diagnostic_and_practice
LSK01548,LRN0172,SK008,Problem Solving (DSA Practice),0.969,advanced,0.98,0.41,diagnostic_and_practice
LSK01549,LRN0173,SK019,Advanced SQL,0.589,competent,0.53,0.34,diagnostic_and_practice
LSK01550,LRN0173,SK051,Data Modeling,0.662,proficient,0.592,0.48,diagnostic_and_practice
LSK01551,LRN0173,SK053,ETL Fundamentals,0.875,advanced,0.937,0.8,diagnostic_and_practice
LSK01552,LRN0173,SK057,Apache Spark Basics,0.176,novice,0.177,0.9,diagnostic_and_practice
LSK01553,LRN0173,SK054,Data Warehousing,0.334,developing,0.24,0.35,diagnostic_and_practice
LSK01554,LRN0173,SK060,Data Pipeline Design,0.459,competent,0.575,0.89,diagnostic_and_practice
LSK01555,LRN0173,SK001,Python Basics,0.753,proficient,0.761,0.63,diagnostic_and_practice
LSK01556,LRN0173,SK002,Git & Version Control,0.861,advanced,0.768,0.66,diagnostic_and_practice
LSK01557,LRN0173,SK008,Problem Solving (DSA Practice),0.106,novice,0.16,0.74,diagnostic_and_practice
LSK01558,LRN0174,SK041,Linux Fundamentals,0.714,proficient,0.688,0.64,diagnostic_and_practice
LSK01559,LRN0174,SK042,Cloud Computing Basics,0.876,advanced,0.955,0.53,diagnostic_and_practice
LSK01560,LRN0174,SK044,AWS Core Services,0.196,novice,0.116,0.68,diagnostic_and_practice
LSK01561,LRN0174,SK045,Docker Fundamentals,0.353,developing,0.382,0.86,diagnostic_and_practice
LSK01562,LRN0174,SK047,Kubernetes Basics,0.636,competent,0.675,0.87,diagnostic_and_practice
LSK01563,LRN0174,SK048,CI/CD Pipelines,0.658,proficient,0.705,0.68,diagnostic_and_practice
LSK01564,LRN0174,SK001,Python Basics,0.874,advanced,0.878,0.33,diagnostic_and_practice
LSK01565,LRN0174,SK002,Git & Version Control,0.205,novice,0.229,0.46,diagnostic_and_practice
LSK01566,LRN0174,SK008,Problem Solving (DSA Practice),0.295,developing,0.309,0.38,diagnostic_and_practice
LSK01567,LRN0175,SK012,SQL Basics,0.875,advanced,0.77,0.89,diagnostic_and_practice
